primaryName,knownForTitles,averageRating
Kenneth Tobey,"Innerspace, Airplane!, It Came from Beneath the Sea, The Thing from Another World, ",6.7
George Tobias,"Sergeant York, Silk Stockings, This Is the Army, Passage to Marseille, ",7.7
Stephen Tobolowsky,"Memento, Single White Female, Groundhog Day, Spaceballs, ",6.85
Toshi Toda,"Just Married, Menace II Society, Letters from Iwo Jima, Pearl Harbor, ",7.5
Tony Todd,"The Crow, The Man from Earth, Candyman, Night of the Living Dead, ",6
Trisha Todd,"Claire of the Moon, ",5
Ugo Tognazzi,"My Friends, Tragedy of a Ridiculous Man, The Seventh Floor, Barbarella, ",6.25
David Tomlinson,"Mary Poppins, The Love Bug, The Liquidator, Bedknobs and Broomsticks, ",7.333333333
Franchot Tone,"Mutiny on the Bounty, Dangerous, Fast and Furious, Phantom Lady, ",6.9
Taiji Tonoyama,"Ã”sho, Tora-san, the Expert, Bamboo Doll of Echizen, Human, ",6.7
Topol,"For Your Eyes Only, Fiddler on the Roof, Sallah, Flash Gordon, ",7.1
Ernest Torrence,"Across to Singapore, The Great Lover, Steamboat Bill, Jr., Mantrap, ",6
Ana Torrent,"The Other Boleyn Girl, The Spirit of the Beehive, Thesis, CrÃ­a Cuervos, ",7.4
Fernanda Torres,,7.4
Joe Torry,"NCIS, Tales from the Hood, Poetic Justice, Hair Show, ",6.1
Constance Towers,"A Perfect Murder, The Naked Kiss, General Hospital, The Horse Soldiers, ",5.133333333
Tom Towles,"Henry: Portrait of a Serial Killer, Night of the Living Dead, House of 1000 Corpses, Fortress, ",6.9
Omar Townsend,"Party Girl, ",6.6
Robert Townsend,"Midnight Edition, ",6
Tung Thanh Tran,"Good Morning, Vietnam, Early Edition, ",7.3
Daniel J. Travanti,"Adam, Hill Street Blues, A Case of Libel, ",4.6
Henry Travers,"Jack, Scream, Out of Sight, American Graffiti, ",6.35
Joey Travolta,"Beverly Hills Cop III, Da Vinci's War, To the Limit, Hard Vice, ",5.6
Terri Treas,"Seven Brides for Seven Brothers, Deathstalker and the Warriors from Hell, Alien Nation, ",4.9
Les Tremayne,"North by Northwest, The Story of Ruth, The Fortune Cookie, The War of the Worlds, ",7.1
David Tress,"Missing in Action, Xanadu, Dallas, ",5.4
Claire Trevor,"Key Largo, Dead End, Murder, My Sweet, Stagecoach, ",7.9
Sarah Trigger,"PCU, Bill & Ted's Bogus Journey, The Phantom, Deadfall, ",4
Rachel True,"Groove, Half Baked, The Craft, Half & Half, ",6.4
Karen Trumbo,"Claire of the Moon, Final Justice, Jessica: A Ghost Story, Hear No Evil, ",5
Natalie Trundy,"Beneath the Planet of the Apes, Conquest of the Planet of the Apes, Battle for the Planet of the Apes, Escape from the Planet of the Apes, ",6.05
Kenneth Tsang,"The Killer, The Replacement Killers, Die Another Day, Rush Hour 2, ",6.55
Mahito Tsujimura,"Dragon Ball, Porco Rosso, Saraba uchÃ» senkan Yamato: Ai no senshitachi, NausicaÃ¤ of the Valley of the Wind, ",8.1
Keiko Tsushima,"Fireworks Over the Sea, Seven Samurai, Shiosai, Kyatsu o nigasuna, ",8.6
Le Tuan,"Above the Law, Gleaming the Cube, Tour of Duty, Uncommon Valor, ",6.3
Forrest Tucker,"Pony Express, The Crawling Eye, F Troop, Chisum, ",7.5
Michael Tucker,,6.166666667
Bill Tung,"Rumble in the Bronx, Police Story, Police Story 4: First Strike, Police Story 3: Super Cop, ",6.633333333
Tamara Tunie,"The Devil's Advocate, As the World Turns, Law & Order: Special Victims Unit, ",7.4
Paige Turco,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze, Teenage Mutant Ninja Turtles III, Invincible, The Stepfather, ",5.1
Glynn Turman,"Sahara, ",6.4
F.A. Turner,"Restitution, A Man and His Mate, Rebecca of Sunnybrook Farm, Intolerance: Love's Struggle Throughout the Ages, ",7.8
Tina Turner,,6.3
Tyrin Turner,"Chicago Hope, Panther, Menace II Society, ",7.5
Anne Twomey,"Third Watch, Deadly Friend, Spin City, Picture Perfect, ",5.5
Susan Tyrrell,"Cry-Baby, Fat City, Forbidden Zone, Bad, ",6.5
Cathy Tyson,"Mona Lisa, The Serpent and the Rainbow, Priest, Band of Gold, ",6.5
Richard Tyson,"Kindergarten Cop, There's Something About Mary, Battlefield Earth, Black Hawk Down, ",6.833333333
Marc van Uchelen,"Bloody Mary, Hufters & Hofdames, Ventimiglia, ",7.2
Liv Ullmann,"Face to Face, Cries & Whispers, Persona, The Emigrants, ",6.8
James Urbaniak,"American Splendor, Henry Fool, Legally Blonde 2: Red, White & Blonde, The Venture Bros., ",7.3
Justin Urich,"How High, Serial Killing 4 Dummys, Nutty Professor II: The Klumps, Monster Man, ",6.6
Brenda Vaccaro,"Supergirl, Capricorn One, Zorro: The Gay Blade, Midnight Cowboy, ",5.7
Nancy Valen,"Friends, Saved by the Bell, Loverboy, Baywatch, ",6
Scott Valentine,"Family Ties, Phantom 2040, To Sleep with a Vampire, Black Scorpion, ",4.7
Alida Valli,"Eugenie Grandet, Suspiria, The Third Man, Senso, ",8.1
Saverio Vallone,"Antropophagus, Passion of Love, Delitti, Agenzia cinematografica, ",4.6
Lewis Van Bergen,"Modesty Blaise, The Relic, Bugsy, Pinocchio's Revenge, ",5.4
Trish Van Devere,"The Changeling, The Last Run, Movie Movie, The Hearse, ",7.2
Jo Van Fleet,"East of Eden, Cool Hand Luke, Gunfight at the O.K. Corral, Cinderella, ",7.2
Thor Van Lingen,"Return of the Living Dead II, ",5.8
Nina van Pallandt,"American Gigolo, The Long Goodbye, On Her Majesty's Secret Service, The Sword and the Sorcerer, ",6.2
Joyce Van Patten,"Bone, Marley & Me, Monkey Shines, ",6.475
Melvin Van Peebles,"The Shining, Sweet Sweetback's Baadasssss Song, Bellyful, Watermelon Man, ",5.5
Deborah Van Valkenburgh,"Too Close for Comfort, Quantum Leap, Streets of Fire, The Warriors, ",5.9
Steve Van Wormer,"Bubble Boy, Groove, Idle Hands, Meet the Deedles, ",4
Titos Vandis,"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask, Caution, Danger!, The Exorcist, Dawn on the Third Day, ",7.3
Vanity,"Black Booty Cam 8, ",5.866666667
Valentina Vargas,"Hellraiser: Bloodline, The Tigress, The Name of the Rose, The Big Blue, ",5.2
Indira Varma,"Bride & Prejudice, Rome, Kama Sutra: A Tale of Love, ",6
Peter Vaughan,"Death at a Funeral, Time Bandits, Brazil, Straw Dogs, ",7.5
Ron Vawter,"Sex, Lies, and Videotape, The Silence of the Lambs, Philadelphia, Roy Cohn/Jack Smith, ",6.7
Yolanda Vazquez,"Bay State, ",5.5
Isela Vega,"The Black Widow, Lovers of the Lord of the Night, Bring Me the Head of Alfredo Garcia, Herod's Law, ",6.5
Monique van de Ven,"Ademloos, De schorpioen, Dakota, Romeo, ",7.2
Chick Vennera,"JAG, Vega$, Intrepid, Evasive Action, ",5.1
Diane Venora,"The Jackal, Romeo + Juliet, Heat, The 13th Warrior, ",6.544444444
Milo Ventimiglia,"Heroes, Pathology, ",6.6
Lino Ventura,"Happy New Year, Elevator to the Gallows, Les MisÃ©rables, Army of Shadows, ",8.2
Gwen Verdon,"Magnum, P.I., Cocoon, Marvin's Room, Damn Yankees, ",5.6
Maribel VerdÃº,"Y Tu MamÃ¡ TambiÃ©n, Pan's Labyrinth, Canguros, ",5
Ben Vereen,"Grey's Anatomy, Pippin: His Life and Times, Roots, All That Jazz, ",6.5
Ondrej VetchÃ½,"Kolya, Dark Blue World, ",7.8
Yvette Vickers,"Hud, What's the Matter with Helen?, Attack of the 50 Foot Woman, Attack of the Giant Leeches, ",5.1
Walter Vidarte,"The Dependent, Quiero llenarme de ti, The Night of the Sunflowers, OperaciÃ³n masacre, ",6.1
Steven Vidler,"Blackrock, See No Evil, Jeopardy, Salem's Lot, ",5.8
Jacques Villeret,"Robert et Robert, The Children of the Marshland, Malevil, Le DÃ®ner de Cons, ",7.7
Alex Vincent,"Child's Play 2, Child's Play, ",6.4
Frank Vincent,"Kentucky Jubilee, Around the World in 80 Days, ",8.2
Helen Vinson,"I Am a Fugitive from a Chain Gang, In Name Only, Torrid Zone, The Kennel Murder Case, ",4.9
Dorel Visan,"The Carpathian Castle, Iacob, The Snails' Senator, ",8.5
Keith Vitali,"American Kickboxer, Superfights, Wheels on Meals, Bloodmoon, ",6.1
Mike Vitar,"D2: The Mighty Ducks, D3: The Mighty Ducks, The Sandlot, Diplomatic Immunity, ",7.8
Judith Vittet,"Nelly & Monsieur Arnaud, The City of Lost Children, A Very Long Engagement, K, ",7.6
Enrique VivÃ³,"Novela, Â¿Es usted el asesino?, Estudio 1, Las ibÃ©ricas F.C., ",6.6
Erik von Detten,"Days of Our Lives, Toy Story, The Princess Diaries, So Weird, ",4.2
Lenny von Dohlen,"Twin Peaks: Fire Walk with Me, Electric Dreams, ",4.4
Hunter von Leer,"Under the Boardwalk, Halloween II, History of the World: Part I, Steel, ",5.5
Heidi von Palleske,"Shepherd, Dead Ringers, The Boys Club, ",7.3
Danielle von Zerneck,"Living in Oblivion, La Bamba, ",6.15
Lark Voorhies,"Good Morning, Miss Bliss, Days of Our Lives, How High, Saved by the Bell, ",5.3
Arnold Vosloo,"Blood Diamond, Hard Target, The Mummy, ",7
Thomas R. Voth,"Metropolitan, Underground, Alexa, Mistress, ",5.4
Luna Lauren Velez,"Dexter, Oz, New York Undercover, I Like It Like That, ",6.9
Stuart Wade,"Drug Abuse, Dream, Emmerdale, ",3.6
Kristina Wagner,"General Hospital, A Low Down Dirty Shame, Double Dragon, ",3.7
Lindsay Wagner,"The Paper Chase, Bionic Showdown: The Six Million Dollar Man and the Bionic Woman, The Return of the Six-Million-Dollar Man and the Bionic Woman, The Bionic Woman, ",6.4
Ken Wahl,"The Wanderers, The Gladiator, The Taking of Beverly Hills, Wiseguy, ",7.4
James Wainwright,"The Private Files of J. Edgar Hoover, Beyond Westworld, Quincy M.E., The Survivors, ",5.1
Malcolm Waite,"The Gold Rush, No Man's Gold, Noah's Ark, A Notorious Affair, ",8.2
Ralph Waite,"The Bodyguard, On the Nickel, Cliffhanger, The Waltons, ",5.9
Akiko Wakabayashi,"The Stranger Within a Woman, Urutora Q, Ghidorah, the Three-Headed Monster, You Only Live Twice, ",6.9
Robert Walker Jr.,"The Time Tunnel, Ensign Pulver, Star Trek, Easy Rider, ",6.9
Kathryn Walker,"D.A.R.Y.L., The Adams Chronicles, Slap Shot, Neighbors, ",5.6
Paul Walker,,4
Polly Walker,"The Piano, ",5
Robert Walker,"Grand Canyon Adventure: River at Risk, Greece: Secrets of the Past, The Alps, ",8
Sara Walker,"Danger Bay, Liquid Vinyl, Lucky Stars, Housekeeping, ",7.2
Basil Wallace,"Marked for Death, Blood Diamond, Joy Ride, Star Trek: The Next Generation, ",6
Jack Wallace,"Klondike Annie, Under Pressure, ",7.7
Shani Wallis,"Oliver!, Arnold, The Great Mouse Detective, Once Upon a Mattress, ",7.4
Dee Wallace,"The Howling, Critters, E.T. the Extra-Terrestrial, Cujo, ",6.933333333
Eli Wallach,"Baby Doll, The Holiday, The Magnificent Seven, The Good, the Bad and the Ugly, ",8.433333333
Jessica Walling,"Joe Gould's Secret, Neurotica, The Impostors, Law & Order, ",6.5
Jessica Walter,"Arrested Development, Grand Prix, Play Misty for Me, ",7
Tracey Walter,"Conan the Destroyer, Repo Man, Batman, Philadelphia, ",6.9
Jamie Walters,"The Young Riders, Quantum Leap, Beverly Hills, 90210, The Heights, ",5.3
Henry B. Walthall,"The Truant Soul, Chandu the Magician, Judge Priest, The Birth of a Nation, ",6.4
Douglas Walton,"Bride of Frankenstein, Murder, My Sweet, The Picture of Dorian Gray, The Count of Monte Cristo, ",6.3
Sam Wanamaker,"Holocaust, Raw Deal, Superman IV: The Quest for Peace, The Spy Who Came In from the Cold, ",5.64
Yu-Wen Wang,"Five Girls and a Rope, Eat Drink Man Woman, Rebels of the Neon God, ",7.8
Patra Wanthivanond,"No Retreat, No Surrender 2, ",5
Patrick Warburton,"Men in Black II, The Emperor's New Groove, Get Smart, Bee Movie, ",7.3
Fannie Ward,"Common Clay, The Cheat, The Yellow Ticket, For the Defense, ",6.6
Fred Ward,"Dark Secrets, ",6.511764706
Jonathan Ward,"Charles in Charge, Steel Magnolias, The New Adventures of Beans Baxter, FernGully: The Last Rainforest, ",5.233333333
Megan Ward,"Arcade, Encino Man, Dark Skies, PCU, ",6.1
Jack Warden,"Heaven Can Wait, While You Were Sleeping, ...and justice for all., 12 Angry Men, ",6.892307692
Jennifer Warren,"Ice Castles, Slap Shot, Night Moves, Fatal Beauty, ",7.3
Richard Warwick,"Don't Cry, It's Only Thunder, The Children of An Lac, ",7.6
Isaiah Washington,"Grey's Anatomy, Exit Wounds, Hollywood Homicide, Out of Sight, ",5.1
Manner Washington,"Space Jam, Players, Steel, ",6.4
Ted Wass,"Local Heroes, Less Than Perfect, Soap, Blossom, ",4.9
Craig Wasson,"A Nightmare on Elm Street 3: Dream Warriors, Four Friends, Malcolm X, Body Double, ",6.7
Gedde Watanabe,"Sixteen Candles, Mulan, Gremlins 2: The New Batch, UHF, ",6.3
Ethel Waters,"Cairo, Cabin in the Sky, Pinky, The Member of the Wedding, ",7.1
Ian Watkin,"Sleeping Dogs, Charlotte's Web, Dead Alive, Goodbye Pork Pie, ",7.5
Alberta Watson,"Hackers, La Femme Nikita, The Prince and Me, Hedwig and the Angry Inch, ",5.4
Naomi Watts,"Mulholland Dr., King Kong, ",5.3
Al Waxman,"The Hurricane, Cagney & Lacey, Heavy Metal, The Crowd Inside, ",5.4
David Wayne,,7.2
Keith Wayne,"Night of the Living Dead, ",7.9
Nina Wayne,"Camp Runamuck, The Night Strangler, Luv, Dead Heat on a Merry-Go-Round, ",5.5
Chloe Webb,"Tales of the City, Sid and Nancy, Practical Magic, Twins, ",5.9
Clifton Webb,"Titanic, The Razor's Edge, Laura, Sitting Pretty, ",8
Robert Webber,"12 Angry Men, The Dirty Dozen, Midway, Revenge of the Pink Panther, ",6.1
Jake Weber,"Dawn of the Dead, Medium, Meet Joe Black, U-571, ",7.2
Scott Weinger,"Aladdin, ",8
Alex Weir,"Stop Making Sense, ",8.6
Joan Weldon,"Deep in My Heart, Gunsight Ridge, Them!, The Command, ",6.5
Mary Louise Weller,"Semi-Tough, Fantasy Island, Forced Vengeance, National Lampoon's Animal House, ",5.7
Jesse Welles,"Medical Center, Hey Good Lookin', Oh Madeline, Wizards, ",6.5
William Wellman Jr.,"The Prodigal Planet, Star Trek: Of Gods and Men, Wild Bill: Hollywood Maverick, The Born Losers, ",6
Wendell Wellman,"Sudden Impact, Firefox, Sommersby, Curfew, ",6.2
Vernon Wells,"Innerspace, Mad Max 2: The Road Warrior, Weird Science, Commando, ",6.7
Klaus Wennemann,"Der Fahnder, Das Boot, Schwarz greift ein, Das Boot, ",8.3
Martha Wentworth,"The Stranger, The Sword in the Stone, Rustlers of Devil's Canyon, 101 Dalmatians, ",7.2
Billy West,"Coal Miner's Daughter, ",5.4
Mae West,"I'm No Angel, My Little Chickadee, Goin' to Town, She Done Him Wrong, ",5.9625
Timothy West,"The Day of the Jackal, The Messenger: The Story of Joan of Arc, Ever After: A Cinderella Story, 102 Dalmatians, ",5.6
Ruth Westheimer,"Electric Dreams, Melrose Place, Dr. Ruth's House, One Woman or Two, ",5.1
Helen Westley,"Stowaway, Heidi, Death Takes a Holiday, Show Boat, ",5.4
Jack Weston,"The Ritz, Dirty Dancing, The Four Seasons, Wait Until Dark, ",6.1
Marius Weyers,"Gandhi, The Gods Must Be Crazy, Blood Diamond, DeepStar Six, ",6.5
Justin Whalin,"Lois & Clark: The New Adventures of Superman, Dungeons & Dragons, Serial Mom, Child's Play 3, ",5.1
Bert Wheeler,"On Again-Off Again, The Rainmakers, Hook Line and Sinker, Cracked Nuts, ",6.1
Alison Whelan,"My Left Foot, ",7.9
Wendy Whelan,"The Nutcracker, ",5.8
Christine White,"Ashes to Ashes, The Tomorrow People, EastEnders, ",5.8
Michael Jai White,"Exit Wounds, The Dark Knight, Spawn, ",5.3
Millie White,"Poison, ",6.5
Peter White,,5.4
Mitchell Whitfield,"TMNT, My Cousin Vinny, Best Men, ",7.6
Bradley Whitford,"The West Wing, ",6.6
Leonard Whiting,"Infanzia, vocazione e prime esperienze di Giacomo Casanova, veneziano, Frankenstein: The True Story, Rachel's Man, Romeo and Juliet, ",7.6
Mae Whitman,"Scott Pilgrim vs. the World, One Fine Day, ",6.5
Steve Whitmire,"Fraggle Rock, The Muppet Christmas Carol, ",7.7
James Whitmore,"The Shawshank Redemption, Battleground, Give 'em Hell, Harry!, The Majestic, ",7.4
Margaret Whitton,"The Man Without a Face, Major League II, The Secret of My Success, Major League, ",6.25
May Whitty,"Night Must Fall, Suspicion, The Lady Vanishes, Mrs. Miniver, ",7.6
Anne Wiazemsky,"La Chinoise, Balthazar, Return from Africa, George Who?, ",7.666666667
Wiley Wiggins,"The Faculty, Love and a .45, Dazed and Confused, Waking Life, ",7.6
George P. Wilbur,"Escape from New York, The Perfect Storm, Die Hard, Total Recall, ",5.9
Lisa Wilcox,"A Nightmare on Elm Street 4: The Dream Master, A Nightmare on Elm Street 5: The Dream Child, Bill & Ted's Excellent Adventures, Gimme an 'F', ",5.1
Michael Wilding,"Stage Fright, An Ideal Husband, The Scarlet Coat, Maytime in Mayfair, ",6.6
Tom Wilkinson,,7.3
Charles Willcox,"I Was a Teenage Werewolf, Telephone Time, Rockabilly Baby, Speed Crazy, ",5.1
Clarence Williams III,"Reindeer Games, Half Baked, The General's Daughter, ",6.3
Barbara Williams,"Inventing the Abbotts, Breach of Faith: A Family of Cops II, Mother Trucker: The Diana Kilmury Story, ",5.8
Caroline Williams,"The Texas Chainsaw Massacre 2, How the Grinch Stole Christmas, ",5.64
Cynda Williams,"One False Move, Tales of the City, Mo' Better Blues, Caught Up, ",7.1
Esther Williams,"Savage Justice, ",6.6
Jamie Williams,,4.5
Kimberly Williams-Paisley,"According to Jim, We Are Marshall, Shade, Father of the Bride, ",6.25
Lyman Williams,"Damaged Lives, The Eleventh Commandment, Supernatural, Glamour, ",4.2
Michelle Williams,,5.7
Olivia Williams,"Rushmore, The Sixth Sense, ",6.1
Paul Williams,,3.5
Steven Williams,,4.376923077
Wendy O. Williams,"The Legend of Billie Jean, Pucker Up and Bark Like a Dog, Reform School Girls, MacGyver, ",5.3
Mykelti Williamson,"Forrest Gump, Con Air, Heat, ",4.725
Nicol Williamson,"Robin and Marian, The Seven-Per-Cent Solution, Excalibur, Spawn, ",6.7
Noble Willingham,"Good Morning, Vietnam, The Howling, Walker, Texas Ranger, City Slickers, ",6.6
Douglas Wilmer,"Octopussy, Jason and the Argonauts, El Cid, The Adventure of Sherlock Holmes' Smarter Brother, ",6.8
Ajita Wilson,"Erotiki ekstasi, Black Aphrodite, Hell Penitentiary, Hotel Paradise, ",4.8
Bridgette Wilson-Sampras,"Mortal Kombat, Last Action Hero, Billy Madison, House on Haunted Hill, ",6.4
Don Wilson,"Lifeforce, ",5.2
Mara Wilson,"Miracle on 34th Street, Thomas and the Magic Railroad, Mrs. Doubtfire, Matilda, ",6.9
Richard Wilson,"Introducing the Dwights, The Proposition, 48 Shades, ",6.7
Roger Wilson,"Satan's Bed, ",6.2
Scott Wilson,,7.9
Sheree J. Wilson,"Dallas, Walker, Texas Ranger, ",5.2
Stuart Wilson,"Eastern Promises, ",4.8
Trey Wilson,"Raising Arizona, F/X, Twins, Bull Durham, ",7.2
Damon Wimbley,"Krush Groove, Price of Glory, Disorderlies, Miami Vice, ",5
Paul Winfield,"The Terminator, Mars Attacks!, Star Trek II: The Wrath of Khan, Cliffhanger, ",6.414285714
Michael Winslow,"Spaceballs, Police Academy 4: Citizens on Patrol, Police Academy, Police Academy: Mission to Moscow, ",4.76
Maurice Dean Wint,"Captain Power and the Soldiers of the Future, Cube, Hedwig and the Angry Inch, ",7.2
Alex Winter,"Freaked, Bill & Ted's Excellent Adventure, ",6.9
Ray Wise,"Good Night, and Good Luck., Twin Peaks, Jeepers Creepers 2, ",7.15
Joseph Wiseman,"Viva Zapata!, Lawman, Dr. No, Les Miserables, ",7.3
John Witherspoon,"Friday, Little Man, Next Friday, Little Nicky, ",5.1
Damian Woetzel,,5.8
Kelly Wolf,"Sanctuary, The Cellar, ",4.9
Scott Wolf,"The Protector, Tammy and the T-Rex, Broken Arrow, Tales from the Crypt, ",5.15
Sheldon Peters Wolfchild,"Star Trek: The Next Generation, Dances with Wolves, ",6
Annie Wu,"Police Story 4: First Strike, Gorgeous, Ballistic Kiss, ",6.6
David Wood,,7.6
Evan Rachel Wood,"Thirteen, Westworld, Across the Universe, ",6.8
John Wood,"Open House, Billy Elliot, ",7.1
Lana Wood,"The Searchers, Diamonds Are Forever, The Long, Hot Summer, ",6.6
Bokeem Woodbine,"The Rock, The Big Hit, ",6.6
Ilene Woods,"On Stage Everybody, Cinderella, The Garry Moore Show, ",7.3
Kevin Jamal Woods,"Blossom, The Little Rascals, A Perfect World, Babe, ",6.3
Sheb Wooley,"Rawhide, Silverado, Giant, High Noon, ",7.5
Robert Woolsey,"On Again-Off Again, So This Is Africa, Cracked Nuts, Cockeyed Cavaliers, ",6.1
Bernie Worrell,"Friday, Romeo Must Die, ",8.6
Fay Wray,"King Kong, Doctor X, The Most Dangerous Game, The Clairvoyant, ",7.9
Dorsey Wright,"The Warriors, The Hotel New Hampshire, Hair, The Warriors, ",7.6
Jeffrey Wright,"Best of the Best 3: No Turning Back, Final Voyage, Hero, Grand Tour: Disaster in Time, ",6.9
Jenny Wright,"Pink Floyd: The Wall, Young Guns II, Near Dark, The Lawnmower Man, ",5.725
Ken Wright,"A Matter of Life and Death, ",6.2
N'Bushe Wright,"Zebrahead, Fresh, Dead Presidents, Blade, ",7.1
Samuel E. Wright,"The Little Mermaid 2: Return to the Sea, The Little Mermaid, Bird, Dinosaur, ",7.6
Teresa Wright,"The Rainmaker, The Best Years of Our Lives, Shadow of a Doubt, Mrs. Miniver, ",7.92
Whittni Wright,"I'll Do Anything, Sudden Death, Sisters, Fragments, ",5.8
Chien-Lien Wu,"The Phantom Lover, Eighteen Springs, A Moment of Romance, Eat Drink Man Woman, ",7.8
